sales_order_id,sales_order_datetime,manufacturing_start_datetime,manufacturing_completed_datetime,shipped_datetime,attempts,pass_rate
1137,2018-01-26 21:03:56,2018-01-27 03:21:54,2018-01-30 03:33:31,2018-01-30 14:33:48,3,0.3333333333333333
1138,2018-01-26 21:14:53,2018-01-27 02:13:09,2018-01-28 02:13:27,2018-01-28 15:35:20,1,1.0
1139,2018-01-26 21:32:47,2018-01-27 01:12:30,2018-01-30 00:52:19,2018-01-30 12:40:25,2,0.5
1140,2018-01-26 21:48:27,2018-01-27 01:09:18,2018-01-28 04:01:31,2018-01-28 18:54:15,1,1.0
1141,2018-01-26 21:55:44,2018-01-27 04:08:49,2018-01-29 17:46:35,2018-01-30 06:28:29,2,0.5
1142,2018-01-26 22:18:46,2018-01-27 02:56:23,2018-01-28 12:46:41,2018-01-29 05:14:16,1,1.0
1143,2018-01-26 23:28:28,2018-01-27 03:15:37,2018-02-03 20:51:30,2018-02-04 08:31:46,5,0.2
1144,2018-01-26 23:30:42,2018-01-27 02:15:08,2018-01-28 10:34:01,2018-01-29 03:57:23,1,1.0
1145,2018-01-27 00:22:23,2018-01-27 04:58:38,2018-01-29 00:00:48,2018-01-29 16:41:11,1,1.0
1146,2018-01-27 01:43:57,2018-01-27 07:08:14,2018-02-04 16:07:23,2018-02-05 04:59:26,6,0.16666666666666666
1147,2018-01-27 02:04:54,2018-01-27 06:23:02,2018-01-30 14:08:57,2018-01-31 04:57:38,2,0.5
1148,2018-01-27 03:29:33,2018-01-27 07:26:21,2018-01-28 18:25:56,2018-01-29 07:43:24,1,1.0
1149,2018-01-27 04:00:29,2018-01-27 08:27:31,2018-02-01 23:13:42,2018-02-02 15:23:07,3,0.3333333333333333
1150,2018-01-27 04:52:53,2018-01-27 11:07:28,2018-01-30 17:28:12,2018-01-31 12:04:10,2,0.5
1151,2018-01-27 05:29:40,2018-01-27 09:06:05,2018-01-30 04:34:02,2018-01-30 21:55:45,2,0.5
1152,2018-01-27 05:33:18,2018-01-27 09:54:47,2018-02-01 00:31:28,2018-02-01 14:08:56,3,0.3333333333333333
1153,2018-01-27 06:00:48,2018-01-27 12:13:26,2018-02-03 04:44:02,2018-02-03 19:57:47,5,0.2
1154,2018-01-27 06:01:04,2018-01-27 11:30:43,2018-01-28 19:33:35,2018-01-29 13:36:15,1,1.0
1155,2018-01-27 06:20:50,2018-01-27 11:31:34,2018-01-28 14:02:23,2018-01-29 06:05:17,1,1.0
1156,2018-01-27 06:23:26,2018-01-27 10:44:31,2018-01-28 15:54:34,2018-01-29 08:55:46,1,1.0
1157,2018-01-27 06:28:18,2018-01-27 11:30:07,2018-02-02 01:08:32,2018-02-02 17:26:40,3,0.3333333333333333
1158,2018-01-27 07:28:16,2018-01-27 11:55:59,2018-01-28 14:58:46,2018-01-29 06:07:55,1,1.0
1159,2018-01-27 07:32:49,2018-01-27 11:41:15,2018-01-28 17:40:26,2018-01-29 08:32:05,1,1.0
1160,2018-01-27 08:35:27,2018-01-27 12:30:38,2018-02-03 09:29:56,2018-02-03 22:04:37,5,0.2
1161,2018-01-27 08:37:00,2018-01-27 14:24:02,2018-01-30 08:45:10,2018-01-30 22:13:16,2,0.5
1162,2018-01-27 09:09:31,2018-01-27 14:05:53,2018-02-01 00:46:06,2018-02-01 13:57:53,3,0.3333333333333333
1163,2018-01-27 09:11:18,2018-01-27 14:30:10,2018-01-31 11:27:33,2018-02-01 01:45:23,3,0.3333333333333333
1164,2018-01-27 09:12:42,2018-01-27 14:21:48,2018-01-29 02:15:01,2018-01-29 17:26:57,1,1.0
1165,2018-01-27 09:28:16,2018-01-27 14:54:43,2018-02-01 13:46:53,2018-02-02 04:33:55,3,0.3333333333333333
1166,2018-01-27 09:49:56,2018-01-27 14:34:39,2018-02-01 15:26:41,2018-02-02 06:52:35,3,0.3333333333333333
1167,2018-01-27 10:12:20,2018-01-27 14:43:26,2018-01-31 14:55:20,2018-02-01 07:15:02,3,0.3333333333333333
1168,2018-01-27 10:34:07,2018-01-27 14:45:11,2018-02-01 05:05:00,2018-02-01 19:15:07,3,0.3333333333333333
1169,2018-01-27 10:57:03,2018-01-27 14:32:12,2018-01-29 21:15:00,2018-01-30 13:43:33,2,0.5
1170,2018-01-27 11:27:05,2018-01-27 15:19:45,2018-01-28 20:57:38,2018-01-29 14:14:12,1,1.0
1171,2018-01-27 11:46:54,2018-01-27 16:24:58,2018-01-31 02:02:32,2018-01-31 17:52:21,3,0.3333333333333333
1172,2018-01-27 12:14:36,2018-01-27 15:38:25,2018-01-29 00:53:42,2018-01-29 14:48:21,1,1.0
1173,2018-01-27 12:19:57,2018-01-27 15:57:00,2018-01-28 20:50:40,2018-01-29 13:44:16,1,1.0
1174,2018-01-27 12:53:37,2018-01-27 18:56:08,2018-01-29 21:38:01,2018-01-30 13:35:56,2,0.5
1175,2018-01-27 14:35:11,2018-01-27 19:48:38,2018-01-29 03:14:29,2018-01-29 19:28:44,1,1.0
1176,2018-01-27 14:46:55,2018-01-27 19:19:48,2018-01-29 19:47:58,2018-01-30 13:52:11,2,0.5
1177,2018-01-27 15:41:06,2018-01-27 22:57:23,2018-02-02 00:47:51,2018-02-02 17:12:58,3,0.3333333333333333
1178,2018-01-27 15:48:05,2018-01-27 19:09:11,2018-01-31 14:41:17,2018-02-01 08:50:11,3,0.3333333333333333
1179,2018-01-27 16:05:42,2018-01-27 22:04:14,2018-01-31 03:37:59,2018-01-31 18:20:09,2,0.5
1180,2018-01-27 16:30:37,2018-01-27 21:23:55,2018-01-31 17:59:10,2018-02-01 08:07:23,3,0.3333333333333333
1181,2018-01-27 16:50:50,2018-01-27 22:37:56,2018-01-29 01:43:38,2018-01-29 19:01:30,1,1.0
1182,2018-01-27 17:25:53,2018-01-27 22:32:25,2018-01-29 14:20:27,2018-01-30 03:22:09,1,1.0
1183,2018-01-27 18:06:02,2018-01-27 21:13:41,2018-01-29 07:12:12,2018-01-30 01:58:48,1,1.0
1184,2018-01-27 18:30:17,2018-01-27 23:36:00,2018-01-31 14:49:39,2018-02-01 08:25:52,2,0.5
1185,2018-01-27 18:31:38,2018-01-27 23:51:46,2018-01-30 13:51:41,2018-01-31 05:02:11,2,0.5
1186,2018-01-27 19:43:01,2018-01-27 22:31:29,2018-01-30 12:45:18,2018-01-31 06:09:27,2,0.5
1187,2018-01-27 20:33:15,2018-01-28 03:29:53,2018-01-31 09:16:09,2018-02-01 01:35:37,2,0.5
1188,2018-01-27 21:26:01,2018-01-28 02:44:41,2018-02-01 23:30:49,2018-02-02 11:56:00,3,0.3333333333333333
1189,2018-01-27 21:43:13,2018-01-28 03:23:32,2018-01-29 13:42:52,2018-01-30 03:04:54,1,1.0
1190,2018-01-27 22:18:08,2018-01-28 02:08:12,2018-02-05 15:38:41,2018-02-06 07:12:58,4,0.25
1191,2018-01-27 22:33:11,2018-01-28 04:14:37,2018-02-01 04:13:55,2018-02-01 19:33:03,3,0.3333333333333333
1192,2018-01-27 22:40:07,2018-01-28 04:45:29,2018-02-01 15:32:26,2018-02-02 09:09:24,4,0.25
1193,2018-01-27 22:42:10,2018-01-28 03:57:22,2018-01-30 12:12:31,2018-01-31 03:48:45,2,0.5
1194,2018-01-27 23:02:40,2018-01-28 04:02:06,2018-02-01 04:07:01,2018-02-01 16:34:46,3,0.3333333333333333
1195,2018-01-27 23:38:19,2018-01-28 03:44:42,2018-01-31 15:01:34,2018-02-01 04:56:07,2,0.5
1196,2018-01-28 00:21:03,2018-01-28 05:08:04,2018-02-01 06:38:16,2018-02-01 23:07:26,3,0.3333333333333333
1197,2018-01-28 00:35:37,2018-01-28 05:04:53,2018-01-31 16:52:10,2018-02-01 04:13:27,2,0.5
1198,2018-01-28 00:54:58,2018-01-28 06:29:17,2018-02-01 17:58:25,2018-02-02 06:09:03,3,0.3333333333333333
1199,2018-01-28 00:59:58,2018-01-28 05:08:58,2018-01-29 20:27:22,2018-01-30 10:42:38,1,1.0
1200,2018-01-28 01:43:05,2018-01-28 07:16:57,2018-01-29 18:51:27,2018-01-30 11:42:39,1,1.0
1201,2018-01-28 01:43:46,2018-01-28 05:53:25,2018-02-01 16:29:18,2018-02-02 07:03:17,3,0.3333333333333333
1202,2018-01-28 02:19:15,2018-01-28 07:03:30,2018-01-29 20:35:34,2018-01-30 12:30:52,1,1.0
1203,2018-01-28 02:46:16,2018-01-28 08:23:13,2018-01-29 14:50:57,2018-01-30 05:51:31,1,1.0
1204,2018-01-28 03:29:45,2018-01-28 07:47:31,2018-02-01 03:21:21,2018-02-01 18:04:26,3,0.3333333333333333
1205,2018-01-28 03:36:28,2018-01-28 09:15:29,2018-01-31 08:00:18,2018-01-31 21:41:50,2,0.5
1206,2018-01-28 03:42:48,2018-01-28 09:15:58,2018-02-10 04:35:47,2018-02-10 21:16:33,7,0.14285714285714285
1207,2018-01-28 03:49:17,2018-01-28 08:33:01,2018-01-30 11:02:00,2018-01-30 23:31:29,2,0.5
1208,2018-01-28 03:50:50,2018-01-28 10:00:32,2018-01-30 07:15:21,2018-01-30 21:47:18,2,0.5
1209,2018-01-28 04:41:04,2018-01-28 09:45:44,2018-01-29 17:50:54,2018-01-30 11:08:26,1,1.0
1210,2018-01-28 05:29:42,2018-01-28 11:35:50,2018-01-30 02:37:21,2018-01-30 16:05:38,1,1.0
1211,2018-01-28 05:38:28,2018-01-28 12:26:04,2018-01-31 07:59:06,2018-01-31 19:52:20,2,0.5
1212,2018-01-28 06:28:19,2018-01-28 11:13:50,2018-02-02 00:09:36,2018-02-02 10:55:34,4,0.25
1213,2018-01-28 06:42:16,2018-01-28 12:20:57,2018-01-31 08:11:49,2018-02-01 00:31:46,2,0.5
1214,2018-01-28 07:12:44,2018-01-28 11:34:28,2018-01-29 11:47:08,2018-01-30 04:15:10,1,1.0
1215,2018-01-28 07:45:16,2018-01-28 11:43:17,2018-01-31 13:27:48,2018-02-01 03:46:29,2,0.5
1216,2018-01-28 07:55:52,2018-01-28 12:44:08,2018-01-29 20:34:43,2018-01-30 09:02:11,1,1.0
1217,2018-01-28 08:32:27,2018-01-28 12:10:41,2018-01-31 06:17:55,2018-01-31 21:00:23,2,0.5
1218,2018-01-28 08:49:23,2018-01-28 12:53:07,2018-01-31 12:27:52,2018-02-01 05:49:14,2,0.5
1219,2018-01-28 09:17:36,2018-01-28 14:53:05,2018-01-30 01:29:13,2018-01-30 13:56:54,1,1.0
1220,2018-01-28 09:26:35,2018-01-28 13:55:45,2018-01-29 20:31:40,2018-01-30 13:38:38,1,1.0
1221,2018-01-28 10:41:15,2018-01-28 16:23:52,2018-01-30 07:26:16,2018-01-30 19:02:50,1,1.0
1222,2018-01-28 10:59:20,2018-01-28 16:17:17,2018-02-02 09:36:09,2018-02-02 22:19:42,3,0.3333333333333333
1223,2018-01-28 11:15:13,2018-01-28 18:06:17,2018-01-30 18:05:03,2018-01-31 09:18:09,2,0.5
1224,2018-01-28 11:43:33,2018-01-28 17:15:00,2018-01-31 09:46:54,2018-02-01 02:40:37,2,0.5
1225,2018-01-28 12:38:49,2018-01-28 18:45:40,2018-01-31 02:10:49,2018-01-31 20:07:24,2,0.5
1226,2018-01-28 13:18:22,2018-01-28 18:42:28,2018-02-01 02:49:02,2018-02-01 19:48:02,3,0.3333333333333333
1227,2018-01-28 13:21:46,2018-01-28 18:40:27,2018-02-02 07:46:44,2018-02-03 01:53:00,3,0.3333333333333333
1228,2018-01-28 13:22:20,2018-01-28 19:32:13,2018-01-31 10:02:32,2018-02-01 01:24:22,2,0.5
1229,2018-01-28 13:49:06,2018-01-28 19:29:13,2018-01-31 12:57:23,2018-02-01 02:42:47,2,0.5
1230,2018-01-28 13:55:46,2018-01-28 19:08:22,2018-01-31 06:57:37,2018-02-01 00:19:42,2,0.5
1231,2018-01-28 14:11:48,2018-01-28 19:24:08,2018-01-31 18:22:13,2018-02-01 12:05:50,2,0.5
1232,2018-01-28 15:05:16,2018-01-28 20:37:33,2018-02-04 01:10:10,2018-02-04 18:01:51,4,0.25
1233,2018-01-28 15:17:42,2018-01-28 19:37:25,2018-02-01 13:53:19,2018-02-02 06:06:49,2,0.5
1234,2018-01-28 15:18:11,2018-01-28 19:35:21,2018-01-30 04:07:08,2018-01-30 21:54:10,1,1.0
1235,2018-01-28 15:34:14,2018-01-28 21:59:45,2018-02-01 03:12:19,2018-02-01 18:53:21,3,0.3333333333333333
1236,2018-01-28 15:58:14,2018-01-28 22:50:05,2018-02-01 19:13:55,2018-02-02 10:11:27,3,0.3333333333333333
1237,2018-01-28 16:02:00,2018-01-28 20:06:16,2018-02-01 00:11:05,2018-02-01 16:38:08,2,0.5
1238,2018-01-28 16:04:27,2018-01-28 20:24:18,2018-02-03 23:11:53,2018-02-04 15:09:11,5,0.2
1239,2018-01-28 16:19:57,2018-01-28 22:28:30,2018-02-01 03:08:32,2018-02-01 19:54:46,3,0.3333333333333333
1240,2018-01-28 16:28:53,2018-01-28 22:00:53,2018-01-31 08:57:18,2018-01-31 23:41:28,2,0.5
1241,2018-01-28 16:48:44,2018-01-28 22:29:19,2018-01-31 11:46:15,2018-02-01 04:35:21,2,0.5
1242,2018-01-28 16:50:56,2018-01-28 22:44:43,2018-02-01 09:50:09,2018-02-02 02:33:03,3,0.3333333333333333
1243,2018-01-28 17:08:49,2018-01-28 21:54:22,2018-01-31 19:14:14,2018-02-01 10:39:50,2,0.5
1244,2018-01-28 18:33:00,2018-01-28 23:52:47,2018-01-31 18:01:57,2018-02-01 07:31:54,2,0.5
1245,2018-01-28 18:49:40,2018-01-29 00:04:47,2018-02-01 03:32:43,2018-02-01 21:01:35,2,0.5
1246,2018-01-28 19:23:29,2018-01-28 23:31:58,2018-01-30 06:38:34,2018-01-30 19:13:24,1,1.0
1247,2018-01-28 19:51:51,2018-01-29 01:10:45,2018-01-30 13:40:13,2018-01-31 02:45:17,1,1.0
1248,2018-01-28 20:01:44,2018-01-29 02:15:59,2018-01-30 09:07:40,2018-01-31 00:27:49,1,1.0
1249,2018-01-28 20:19:36,2018-01-29 00:59:33,2018-02-02 14:46:24,2018-02-03 00:45:27,4,0.25
1250,2018-01-28 20:22:58,2018-01-29 01:32:07,2018-01-30 08:07:28,2018-01-31 02:12:37,1,1.0
1251,2018-01-28 20:23:21,2018-01-29 01:35:45,2018-01-31 03:14:52,2018-01-31 18:16:37,2,0.5
1252,2018-01-28 20:53:09,2018-01-29 01:36:04,2018-02-03 10:51:20,2018-02-04 04:56:04,3,0.3333333333333333
1253,2018-01-28 22:32:52,2018-01-29 04:13:28,2018-02-01 00:45:07,2018-02-01 19:21:36,2,0.5
1254,2018-01-28 22:33:41,2018-01-29 02:52:52,2018-01-31 13:21:15,2018-02-01 04:02:40,2,0.5
1255,2018-01-28 23:12:18,2018-01-29 05:32:15,2018-01-31 20:29:20,2018-02-01 14:11:11,2,0.5
1256,2018-01-28 23:30:53,2018-01-29 05:08:27,2018-01-30 21:52:18,2018-01-31 10:45:05,2,0.5
1257,2018-01-29 01:07:10,2018-01-29 05:10:57,2018-02-01 15:33:31,2018-02-02 07:25:30,2,0.5
1258,2018-01-29 01:11:26,2018-01-29 07:53:18,2018-02-03 09:52:48,2018-02-03 23:55:59,3,0.3333333333333333
1259,2018-01-29 01:16:57,2018-01-29 06:27:02,2018-01-30 16:31:37,2018-01-31 08:55:11,1,1.0
1260,2018-01-29 01:33:33,2018-01-29 05:50:10,2018-02-02 15:28:23,2018-02-03 08:14:17,3,0.3333333333333333
1261,2018-01-29 02:58:34,2018-01-29 09:04:50,2018-01-30 11:47:08,2018-01-31 02:27:56,1,1.0
1262,2018-01-29 03:01:02,2018-01-29 08:30:42,2018-01-31 14:42:05,2018-02-01 06:47:27,2,0.5
1263,2018-01-29 03:22:27,2018-01-29 06:36:07,2018-02-01 07:48:33,2018-02-02 00:41:54,3,0.3333333333333333
1264,2018-01-29 03:35:06,2018-01-29 08:03:33,2018-02-01 01:19:57,2018-02-01 16:42:29,2,0.5
1265,2018-01-29 04:25:44,2018-01-29 09:42:28,2018-02-03 07:16:09,2018-02-04 03:20:50,3,0.3333333333333333
1266,2018-01-29 04:35:09,2018-01-29 07:25:34,2018-01-31 22:19:04,2018-02-01 13:02:36,2,0.5
1267,2018-01-29 04:44:09,2018-01-29 09:49:15,2018-02-02 19:54:42,2018-02-03 14:13:24,3,0.3333333333333333
1268,2018-01-29 05:18:12,2018-01-29 10:27:40,2018-01-31 01:12:27,2018-01-31 18:29:53,1,1.0
1269,2018-01-29 05:21:45,2018-01-29 09:10:44,2018-02-01 11:33:48,2018-02-01 22:50:36,3,0.3333333333333333
1270,2018-01-29 05:49:59,2018-01-29 11:06:13,2018-02-02 01:53:17,2018-02-02 19:52:26,2,0.5
1271,2018-01-29 07:00:53,2018-01-29 12:01:19,2018-02-01 19:25:42,2018-02-02 12:34:34,2,0.5
1272,2018-01-29 08:57:50,2018-01-29 12:46:21,2018-01-31 01:01:37,2018-01-31 16:15:18,1,1.0
1273,2018-01-29 09:10:18,2018-01-29 15:05:28,2018-02-03 10:27:01,2018-02-04 02:11:16,3,0.3333333333333333
1274,2018-01-29 09:10:26,2018-01-29 15:00:42,2018-02-03 11:07:35,2018-02-04 03:06:43,3,0.3333333333333333
1275,2018-01-29 09:16:17,2018-01-29 13:58:53,2018-02-02 23:11:13,2018-02-03 16:56:15,3,0.3333333333333333
1276,2018-01-29 10:20:00,2018-01-29 15:08:05,2018-02-03 18:36:05,2018-02-04 08:46:30,3,0.3333333333333333
1277,2018-01-29 10:32:34,2018-01-29 16:16:08,2018-02-03 20:33:49,2018-02-04 14:44:08,4,0.25
1278,2018-01-29 11:13:33,2018-01-29 16:01:30,2018-01-31 04:00:01,2018-01-31 16:49:55,1,1.0
1279,2018-01-29 12:23:02,2018-01-29 15:27:10,2018-01-31 08:02:12,2018-01-31 19:30:59,1,1.0
1280,2018-01-29 12:48:09,2018-01-29 18:17:21,2018-01-31 08:26:22,2018-02-01 00:37:35,2,0.5
1281,2018-01-29 13:05:07,2018-01-29 17:16:19,2018-02-04 16:39:42,2018-02-05 10:10:46,4,0.25
1282,2018-01-29 14:06:02,2018-01-29 18:42:38,2018-01-31 08:05:39,2018-01-31 22:44:05,1,1.0
1283,2018-01-29 14:22:30,2018-01-29 20:49:58,2018-02-01 21:51:39,2018-02-02 08:19:56,3,0.3333333333333333
1284,2018-01-29 14:22:36,2018-01-29 19:14:33,2018-02-04 15:17:05,2018-02-05 03:18:10,4,0.25
1285,2018-01-29 14:46:47,2018-01-29 19:46:53,2018-02-01 06:16:22,2018-02-01 22:08:43,2,0.5
1286,2018-01-29 14:51:22,2018-01-29 20:21:56,2018-01-31 07:59:32,2018-01-31 22:58:19,1,1.0
1287,2018-01-29 15:27:57,2018-01-29 20:58:16,2018-02-04 08:56:03,2018-02-05 02:30:09,4,0.25
1288,2018-01-29 16:03:48,2018-01-29 20:08:38,2018-02-07 03:08:15,2018-02-07 18:17:00,7,0.14285714285714285
1289,2018-01-29 16:07:35,2018-01-29 21:03:57,2018-02-03 19:24:33,2018-02-04 08:55:40,3,0.3333333333333333
1290,2018-01-29 16:19:43,2018-01-29 21:21:53,2018-02-01 11:52:47,2018-02-02 03:29:52,2,0.5
1291,2018-01-29 16:47:44,2018-01-29 22:04:03,2018-02-03 06:54:30,2018-02-03 23:56:22,3,0.3333333333333333
1292,2018-01-29 16:49:05,2018-01-29 22:06:26,2018-02-03 23:44:13,2018-02-04 17:26:21,3,0.3333333333333333
1293,2018-01-29 16:54:23,2018-01-30 00:29:37,2018-02-01 09:39:59,2018-02-02 00:26:39,2,0.5
1294,2018-01-29 16:54:52,2018-01-29 20:44:18,2018-02-03 01:22:03,2018-02-03 16:30:08,3,0.3333333333333333
1295,2018-01-29 17:27:49,2018-01-29 23:26:37,2018-02-02 19:58:43,2018-02-03 12:32:13,3,0.3333333333333333
1296,2018-01-29 17:32:40,2018-01-29 23:43:40,2018-02-01 15:48:36,2018-02-02 05:18:46,2,0.5
1297,2018-01-29 17:55:08,2018-01-29 23:24:42,2018-02-04 14:34:53,2018-02-05 07:03:17,3,0.3333333333333333
1298,2018-01-29 18:19:31,2018-01-29 22:40:29,2018-01-31 10:37:22,2018-02-01 01:09:31,1,1.0
1299,2018-01-29 18:40:32,2018-01-30 01:20:24,2018-01-31 12:31:15,2018-02-01 03:22:10,1,1.0
1300,2018-01-29 19:04:20,2018-01-29 21:52:48,2018-01-31 10:11:20,2018-02-01 01:11:39,1,1.0
1301,2018-01-29 19:09:12,2018-01-29 23:28:12,2018-02-01 23:04:56,2018-02-02 14:20:29,2,0.5
1302,2018-01-29 19:47:01,2018-01-30 01:57:19,2018-02-01 01:22:57,2018-02-01 20:12:36,2,0.5
1303,2018-01-29 19:52:47,2018-01-30 00:30:34,2018-02-02 20:07:50,2018-02-03 10:11:33,2,0.5
1304,2018-01-29 20:05:26,2018-01-30 02:41:13,2018-01-31 04:20:16,2018-01-31 18:30:10,1,1.0
1305,2018-01-29 20:21:49,2018-01-29 23:51:06,2018-02-02 13:25:30,2018-02-03 07:19:06,2,0.5
1306,2018-01-29 20:23:59,2018-01-30 00:17:15,2018-02-03 14:43:30,2018-02-04 06:36:51,3,0.3333333333333333
1307,2018-01-29 20:47:06,2018-01-30 01:15:12,2018-02-01 22:11:28,2018-02-02 14:43:34,2,0.5
1308,2018-01-29 20:54:05,2018-01-30 02:19:07,2018-02-04 09:46:08,2018-02-04 22:42:30,4,0.25
1309,2018-01-29 21:04:59,2018-01-30 01:51:39,2018-02-03 00:47:17,2018-02-03 16:16:51,2,0.5
1310,2018-01-29 21:07:02,2018-01-30 01:37:36,2018-01-31 14:22:00,2018-02-01 06:59:14,1,1.0
1311,2018-01-29 21:25:21,2018-01-30 03:50:34,2018-02-01 23:01:56,2018-02-02 12:41:00,2,0.5
1312,2018-01-29 21:25:41,2018-01-30 03:56:29,2018-01-31 10:34:20,2018-02-01 02:49:45,1,1.0
1313,2018-01-29 21:59:14,2018-01-30 02:34:22,2018-01-31 08:33:40,2018-01-31 23:09:08,1,1.0
1314,2018-01-29 22:24:10,2018-01-30 01:41:34,2018-02-03 07:00:23,2018-02-03 20:42:55,3,0.3333333333333333
1315,2018-01-29 22:45:03,2018-01-30 01:35:36,2018-01-31 06:06:19,2018-01-31 23:07:53,1,1.0
1316,2018-01-29 22:47:55,2018-01-30 04:02:16,2018-02-05 08:36:34,2018-02-06 01:53:06,4,0.25
1317,2018-01-29 23:08:48,2018-01-30 04:48:09,2018-02-02 22:55:14,2018-02-03 14:10:40,3,0.3333333333333333
1318,2018-01-29 23:43:20,2018-01-30 04:47:06,2018-01-31 19:40:17,2018-02-01 11:34:22,1,1.0
1319,2018-01-30 00:18:39,2018-01-30 05:14:23,2018-01-31 20:00:23,2018-02-01 13:39:20,1,1.0
1320,2018-01-30 00:23:04,2018-01-30 04:34:47,2018-02-01 22:59:07,2018-02-02 13:11:39,2,0.5
1321,2018-01-30 01:09:28,2018-01-30 06:48:45,2018-02-02 08:02:00,2018-02-02 23:43:49,2,0.5
1322,2018-01-30 01:22:25,2018-01-30 08:03:06,2018-02-05 11:34:00,2018-02-06 01:47:38,4,0.25
1323,2018-01-30 01:46:20,2018-01-30 04:33:19,2018-01-31 06:13:01,2018-01-31 19:10:48,1,1.0
1324,2018-01-30 02:22:03,2018-01-30 07:17:23,2018-02-02 20:51:12,2018-02-03 11:03:50,2,0.5
1325,2018-01-30 02:28:18,2018-01-30 06:30:04,2018-02-03 06:53:19,2018-02-03 19:38:19,3,0.3333333333333333
1326,2018-01-30 02:39:47,2018-01-30 06:10:21,2018-01-31 19:24:02,2018-02-01 11:15:06,1,1.0
1327,2018-01-30 04:13:09,2018-01-30 08:05:21,2018-02-04 00:13:30,2018-02-04 13:40:50,3,0.3333333333333333
1328,2018-01-30 04:43:04,2018-01-30 10:05:50,2018-02-01 22:33:55,2018-02-02 10:46:16,3,0.3333333333333333
1329,2018-01-30 04:45:37,2018-01-30 10:09:54,2018-02-01 22:07:21,2018-02-02 14:36:28,2,0.5
1330,2018-01-30 04:51:33,2018-01-30 11:19:10,2018-02-04 05:19:57,2018-02-04 21:41:16,3,0.3333333333333333
1331,2018-01-30 05:11:19,2018-01-30 10:11:50,2018-02-05 01:31:54,2018-02-05 15:52:16,4,0.25
1332,2018-01-30 05:26:14,2018-01-30 08:40:44,2018-01-31 21:52:18,2018-02-01 14:16:41,1,1.0
1333,2018-01-30 05:33:40,2018-01-30 10:19:22,2018-02-03 16:18:28,2018-02-04 05:41:44,3,0.3333333333333333
1334,2018-01-30 05:35:16,2018-01-30 09:12:05,2018-02-01 01:17:27,2018-02-01 15:32:46,1,1.0
1335,2018-01-30 05:58:07,2018-01-30 09:45:42,2018-02-05 02:12:23,2018-02-05 18:01:15,4,0.25
1336,2018-01-30 06:55:27,2018-01-30 12:30:17,2018-02-04 15:54:14,2018-02-05 08:58:17,3,0.3333333333333333
1337,2018-01-30 07:30:16,2018-01-30 12:41:55,2018-02-05 09:56:01,2018-02-06 00:10:07,5,0.2
1338,2018-01-30 08:12:47,2018-01-30 13:48:02,2018-01-31 22:36:59,2018-02-01 12:25:28,1,1.0
1339,2018-01-30 08:19:51,2018-01-30 12:58:24,2018-01-31 19:17:33,2018-02-01 12:15:27,1,1.0
1340,2018-01-30 08:39:44,2018-01-30 14:27:09,2018-02-01 02:02:08,2018-02-01 18:15:39,1,1.0
1341,2018-01-30 08:58:56,2018-01-30 13:34:07,2018-01-31 21:34:29,2018-02-01 12:52:19,1,1.0
1342,2018-01-30 09:56:54,2018-01-30 16:03:54,2018-02-02 08:36:16,2018-02-03 01:58:00,2,0.5
1343,2018-01-30 09:58:21,2018-01-30 15:19:01,2018-02-02 02:45:42,2018-02-02 21:39:20,2,0.5
1344,2018-01-30 10:58:25,2018-01-30 15:45:59,2018-01-31 22:47:48,2018-02-01 14:31:42,1,1.0
1345,2018-01-30 10:59:03,2018-01-30 16:11:46,2018-02-03 20:31:51,2018-02-04 10:21:03,3,0.3333333333333333
1346,2018-01-30 10:59:58,2018-01-30 15:58:53,2018-02-02 11:58:41,2018-02-03 03:58:21,3,0.3333333333333333
1347,2018-01-30 11:04:18,2018-01-30 17:40:03,2018-02-03 06:19:03,2018-02-03 19:40:39,4,0.25
1348,2018-01-30 11:07:09,2018-01-30 16:21:52,2018-02-02 11:59:54,2018-02-03 05:28:57,2,0.5
1349,2018-01-30 11:07:31,2018-01-30 16:07:25,2018-02-02 00:05:42,2018-02-02 13:41:30,3,0.3333333333333333
1350,2018-01-30 12:20:25,2018-01-30 17:06:06,2018-02-05 02:57:38,2018-02-05 17:34:27,4,0.25
1351,2018-01-30 12:25:05,2018-01-30 18:15:40,2018-02-01 01:44:22,2018-02-01 15:03:50,1,1.0
1352,2018-01-30 12:40:07,2018-01-30 18:22:35,2018-02-02 19:11:13,2018-02-03 10:33:04,2,0.5
1353,2018-01-30 12:41:55,2018-01-30 17:25:29,2018-01-31 23:19:21,2018-02-01 14:45:26,1,1.0
1354,2018-01-30 13:14:20,2018-01-30 17:04:59,2018-02-03 04:54:29,2018-02-03 21:23:36,2,0.5
1355,2018-01-30 13:22:27,2018-01-30 17:28:19,2018-02-02 21:33:51,2018-02-03 12:48:12,2,0.5
1356,2018-01-30 13:24:23,2018-01-30 18:13:20,2018-01-31 19:36:58,2018-02-01 10:42:31,1,1.0
1357,2018-01-30 13:37:22,2018-01-30 19:58:18,2018-02-03 19:53:57,2018-02-04 09:45:05,3,0.3333333333333333
1358,2018-01-30 13:48:23,2018-01-30 18:33:22,2018-02-06 17:17:56,2018-02-07 07:43:34,4,0.25
1359,2018-01-30 13:58:59,2018-01-30 18:23:20,2018-02-03 11:40:15,2018-02-03 23:53:06,3,0.3333333333333333
